Lead_ID,Email,Region,Industry,Company_Size,Job_Level,Lead_Score,Priority,Conversion_Probability,Predicted_Conversion,Total_Sessions,Engagement_Score,Days_Since_Last_Activity,Viewed_Pricing_Page,Requested_Demo,Source
LEAD_00400,lead400@example.com,Asia Pacific,Consulting,201-1000,Manager,62,WARM,0.6219,True,1,42.75,6,1,0,Google Ads
LEAD_00401,lead401@example.com,Latin America,Finance,51-200,Director,62,WARM,0.6234,True,4,17.9,18,1,0,Cold Outreach
LEAD_00402,lead402@example.com,Latin America,SaaS,11-50,C-Level,18,COLD,0.1855,False,4,6.45,8,0,0,LinkedIn
LEAD_00403,lead403@example.com,North America,Retail,11-50,Director,92,HOT,0.925,True,17,88.35,3,1,1,Referral
LEAD_00404,lead404@example.com,North America,Technology,1-10,Individual Contributor,11,COLD,0.1173,False,7,5.45,11,0,0,Facebook
LEAD_00405,lead405@example.com,Middle East,Retail,51-200,Manager,59,WARM,0.5974,True,3,25.2,1,1,0,Email Campaign
LEAD_00406,lead406@example.com,Africa,Technology,11-50,Manager,30,COOL,0.3099,False,2,16.15,2,0,1,Facebook
LEAD_00407,lead407@example.com,Africa,Consulting,1000+,VP,92,HOT,0.92,True,12,69.0,2,1,1,Webinar
LEAD_00408,lead408@example.com,North America,Retail,1-10,VP,34,COOL,0.3406,False,6,16.3,1,0,0,Facebook
LEAD_00409,lead409@example.com,Middle East,Education,1-10,C-Level,8,COLD,0.085,False,4,0.0,4,0,0,Referral
LEAD_00410,lead410@example.com,Middle East,Consulting,11-50,Senior Manager,19,COLD,0.1921,False,8,0.0,13,0,0,LinkedIn
LEAD_00411,lead411@example.com,Europe,Real Estate,1000+,Manager,18,COLD,0.1837,False,6,14.95,33,1,0,Facebook
LEAD_00412,lead412@example.com,Asia Pacific,SaaS,1-10,Individual Contributor,13,COLD,0.1304,False,8,0.0,35,0,0,Facebook
LEAD_00413,lead413@example.com,Middle East,Healthcare,1000+,Director,88,HOT,0.88,True,15,96.65,0,1,0,Referral
LEAD_00414,lead414@example.com,North America,Healthcare,1-10,VP,19,COLD,0.1959,False,6,0.0,26,0,0,Email Campaign
LEAD_00415,lead415@example.com,Europe,Finance,51-200,Manager,25,COLD,0.2548,False,5,16.2,6,0,0,Cold Outreach
LEAD_00416,lead416@example.com,Europe,Retail,201-1000,Director,27,COLD,0.2772,False,4,26.65,11,1,0,Cold Outreach
LEAD_00417,lead417@example.com,Europe,Technology,51-200,Senior Manager,20,COLD,0.2053,False,7,14.8,4,0,0,Google Ads
LEAD_00418,lead418@example.com,North America,SaaS,1-10,Director,35,COOL,0.3587,False,6,19.8,14,1,0,Google Ads
LEAD_00419,lead419@example.com,North America,Healthcare,11-50,Individual Contributor,30,COOL,0.3017,False,4,5.7,7,0,0,Referral
LEAD_00420,lead420@example.com,Latin America,Retail,201-1000,VP,20,COLD,0.2072,False,4,17.8,11,0,0,Facebook
LEAD_00421,lead421@example.com,Middle East,Healthcare,11-50,VP,40,COOL,0.4096,False,4,27.25,2,0,1,Google Ads
LEAD_00422,lead422@example.com,Latin America,Retail,51-200,Director,89,HOT,0.89,True,14,82.05,0,1,1,Content Download
LEAD_00423,lead423@example.com,Europe,Finance,11-50,VP,44,COOL,0.444,False,6,18.7,4,0,0,Cold Outreach
LEAD_00424,lead424@example.com,Asia Pacific,Healthcare,201-1000,Individual Contributor,30,COOL,0.3035,False,3,14.2,5,0,1,Content Download
LEAD_00425,lead425@example.com,Latin America,Education,51-200,Director,7,COLD,0.073,False,3,4.6,11,0,0,Website
LEAD_00426,lead426@example.com,Europe,Manufacturing,201-1000,Manager,23,COLD,0.2394,False,6,0.0,25,0,0,Google Ads
LEAD_00427,lead427@example.com,Asia Pacific,Consulting,11-50,C-Level,40,COOL,0.4008,False,8,26.25,3,1,0,Partner
LEAD_00428,lead428@example.com,Africa,Manufacturing,51-200,C-Level,5,COLD,0.0592,False,3,4.2,30,0,0,Webinar
LEAD_00429,lead429@example.com,Latin America,Consulting,1000+,C-Level,18,COLD,0.1891,False,0,2.6,10,0,0,Trade Show
LEAD_00430,lead430@example.com,Asia Pacific,Real Estate,51-200,VP,21,COLD,0.2181,False,7,8.45,26,1,0,Google Ads
LEAD_00431,lead431@example.com,North America,Education,1-10,Senior Manager,7,COLD,0.0767,False,7,0.0,29,0,0,Email Campaign
LEAD_00432,lead432@example.com,Latin America,Manufacturing,201-1000,C-Level,85,HOT,0.855,True,18,105.8,5,1,1,Webinar
LEAD_00433,lead433@example.com,Europe,Consulting,1000+,Director,11,COLD,0.1125,False,3,0.0,34,0,0,LinkedIn
LEAD_00434,lead434@example.com,Latin America,Retail,1-10,Director,21,COLD,0.2145,False,4,3.65,8,0,0,Cold Outreach
LEAD_00435,lead435@example.com,Africa,Real Estate,51-200,VP,17,COLD,0.1707,False,4,11.95,8,0,0,Facebook
LEAD_00436,lead436@example.com,North America,Real Estate,1-10,C-Level,16,COLD,0.1687,False,7,5.2,6,0,0,Partner
LEAD_00437,lead437@example.com,Middle East,Healthcare,201-1000,VP,28,COLD,0.2828,False,7,18.95,11,0,0,Google Ads
LEAD_00438,lead438@example.com,Latin America,Finance,51-200,Individual Contributor,7,COLD,0.0761,False,8,6.05,9,0,0,Facebook
LEAD_00439,lead439@example.com,Europe,Education,11-50,Manager,25,COLD,0.2501,False,4,11.1,20,1,0,Website
LEAD_00440,lead440@example.com,Asia Pacific,Healthcare,1000+,VP,85,HOT,0.855,True,16,96.75,1,1,0,Webinar
LEAD_00441,lead441@example.com,Latin America,SaaS,1000+,Senior Manager,34,COOL,0.3468,False,6,30.45,0,1,0,Referral
LEAD_00442,lead442@example.com,Latin America,SaaS,11-50,VP,38,COOL,0.3897,False,7,8.25,1,0,0,Referral
LEAD_00443,lead443@example.com,Latin America,SaaS,1-10,Senior Manager,39,COOL,0.3919,False,6,17.1,13,0,0,LinkedIn
LEAD_00444,lead444@example.com,North America,Education,201-1000,VP,57,WARM,0.5785,True,4,29.8,8,1,0,Content Download
LEAD_00445,lead445@example.com,Africa,E-commerce,1-10,C-Level,12,COLD,0.1234,False,9,0.75,15,0,0,Email Campaign
LEAD_00446,lead446@example.com,Latin America,Consulting,1-10,VP,37,COOL,0.3702,False,5,0.0,22,0,0,Cold Outreach
LEAD_00447,lead447@example.com,North America,Retail,201-1000,Director,12,COLD,0.124,False,10,0.0,27,0,0,Cold Outreach
LEAD_00448,lead448@example.com,Middle East,Real Estate,11-50,Individual Contributor,50,WARM,0.5051,True,1,19.8,6,0,1,LinkedIn
LEAD_00449,lead449@example.com,Latin America,Finance,201-1000,VP,18,COLD,0.1834,False,4,3.65,0,0,0,LinkedIn
LEAD_00450,lead450@example.com,Europe,Technology,1-10,VP,50,WARM,0.5054,True,7,26.8,7,0,0,Google Ads
LEAD_00451,lead451@example.com,North America,Finance,1000+,C-Level,23,COLD,0.2359,False,10,41.25,10,1,0,Google Ads
LEAD_00452,lead452@example.com,Middle East,Consulting,1000+,Individual Contributor,19,COLD,0.1939,False,6,0.0,21,0,0,Email Campaign
LEAD_00453,lead453@example.com,Latin America,Education,201-1000,Individual Contributor,43,COOL,0.4361,False,5,24.25,1,0,0,Referral
LEAD_00454,lead454@example.com,Middle East,Education,11-50,C-Level,22,COLD,0.2225,False,7,19.55,1,0,0,Webinar
LEAD_00455,lead455@example.com,Asia Pacific,Retail,1-10,VP,26,COLD,0.265,False,8,15.95,8,0,0,Referral
LEAD_00456,lead456@example.com,Asia Pacific,Consulting,1-10,Manager,21,COLD,0.2152,False,3,10.0,13,0,1,Website
LEAD_00457,lead457@example.com,Latin America,Healthcare,51-200,Manager,81,HOT,0.815,True,14,43.9,2,0,0,Partner
LEAD_00458,lead458@example.com,Europe,Manufacturing,1-10,Senior Manager,27,COLD,0.2798,False,6,19.15,1,1,0,Referral
LEAD_00459,lead459@example.com,North America,Healthcare,11-50,VP,36,COOL,0.3695,False,5,18.4,5,0,1,Webinar
LEAD_00460,lead460@example.com,Africa,Education,1000+,Individual Contributor,10,COLD,0.1032,False,5,6.7,40,0,0,Google Ads
LEAD_00461,lead461@example.com,North America,SaaS,11-50,Individual Contributor,8,COLD,0.0889,False,3,2.55,23,0,0,Trade Show
LEAD_00462,lead462@example.com,Africa,Healthcare,201-1000,Manager,20,COLD,0.2057,False,8,0.0,6,0,0,Partner
LEAD_00463,lead463@example.com,Europe,Manufacturing,201-1000,Individual Contributor,35,COOL,0.3566,False,5,21.1,16,0,1,Website
LEAD_00464,lead464@example.com,Latin America,Healthcare,11-50,C-Level,30,COOL,0.3001,False,5,10.55,8,0,0,Content Download
LEAD_00465,lead465@example.com,Africa,Manufacturing,11-50,C-Level,36,COOL,0.367,False,8,15.3,7,1,0,Content Download
LEAD_00466,lead466@example.com,Africa,Real Estate,1-10,Individual Contributor,4,COLD,0.0476,False,3,0.0,31,0,0,Webinar
LEAD_00467,lead467@example.com,Europe,Real Estate,1000+,Manager,60,WARM,0.607,True,5,30.0,7,1,0,Facebook
LEAD_00468,lead468@example.com,Asia Pacific,SaaS,1000+,Manager,24,COLD,0.2432,False,2,20.55,4,0,0,Email Campaign
LEAD_00469,lead469@example.com,Europe,Healthcare,1000+,VP,84,HOT,0.84,True,13,70.1,1,0,1,Referral
LEAD_00470,lead470@example.com,Africa,Technology,11-50,Director,10,COLD,0.1004,False,4,3.0,26,0,0,Email Campaign
LEAD_00471,lead471@example.com,Asia Pacific,Technology,1-10,Individual Contributor,14,COLD,0.1432,False,5,7.3,4,0,0,LinkedIn
LEAD_00472,lead472@example.com,North America,Retail,1-10,VP,59,WARM,0.5916,True,4,29.65,16,0,1,LinkedIn
LEAD_00473,lead473@example.com,North America,Healthcare,1-10,Senior Manager,27,COLD,0.272,False,11,16.05,0,0,0,Cold Outreach
LEAD_00474,lead474@example.com,Asia Pacific,Retail,11-50,VP,34,COOL,0.3422,False,11,20.35,12,1,0,Google Ads
LEAD_00475,lead475@example.com,North America,SaaS,201-1000,Director,91,HOT,0.91,True,20,104.75,1,1,1,Referral
LEAD_00476,lead476@example.com,North America,SaaS,201-1000,Director,16,COLD,0.1616,False,5,3.95,2,0,0,Email Campaign
LEAD_00477,lead477@example.com,Europe,Technology,51-200,C-Level,28,COLD,0.2837,False,9,15.3,2,0,0,Facebook
LEAD_00478,lead478@example.com,Latin America,Technology,201-1000,Individual Contributor,29,COLD,0.2934,False,5,23.9,19,1,0,Trade Show
LEAD_00479,lead479@example.com,Europe,Technology,11-50,Individual Contributor,6,COLD,0.067,False,7,0.0,55,0,0,Partner
LEAD_00480,lead480@example.com,North America,Healthcare,11-50,Manager,24,COLD,0.2464,False,9,20.3,18,1,0,Content Download
LEAD_00481,lead481@example.com,Europe,Technology,1-10,VP,19,COLD,0.1915,False,2,0.0,12,0,0,Partner
LEAD_00482,lead482@example.com,North America,Consulting,1000+,VP,82,HOT,0.825,True,12,114.3,0,0,1,Partner
LEAD_00483,lead483@example.com,Asia Pacific,Consulting,1000+,Manager,32,COOL,0.3277,False,13,11.2,2,0,0,Cold Outreach
LEAD_00484,lead484@example.com,North America,Healthcare,201-1000,Senior Manager,57,WARM,0.5705,True,4,22.9,15,0,1,Facebook
LEAD_00485,lead485@example.com,Asia Pacific,Education,51-200,VP,27,COLD,0.2733,False,5,0.0,37,0,0,Google Ads
LEAD_00486,lead486@example.com,Middle East,Consulting,201-1000,Senior Manager,23,COLD,0.2309,False,4,8.4,7,0,0,Email Campaign
LEAD_00487,lead487@example.com,Africa,Real Estate,1000+,Senior Manager,29,COLD,0.2927,False,7,10.15,0,0,0,LinkedIn
LEAD_00488,lead488@example.com,Middle East,Technology,1000+,Individual Contributor,16,COLD,0.1601,False,4,2.8,2,0,0,Facebook
LEAD_00489,lead489@example.com,Asia Pacific,Finance,51-200,C-Level,8,COLD,0.0831,False,6,0.0,34,0,0,Google Ads
LEAD_00490,lead490@example.com,Middle East,Retail,1000+,C-Level,11,COLD,0.1165,False,2,8.15,16,0,0,Email Campaign
LEAD_00491,lead491@example.com,Africa,Technology,201-1000,Individual Contributor,13,COLD,0.1347,False,6,3.55,15,0,0,LinkedIn
LEAD_00492,lead492@example.com,Middle East,E-commerce,201-1000,Senior Manager,30,COOL,0.3021,False,3,18.8,0,0,1,Email Campaign
LEAD_00493,lead493@example.com,North America,Manufacturing,1000+,Manager,22,COLD,0.2274,False,6,0.0,21,0,0,Referral
LEAD_00494,lead494@example.com,Middle East,E-commerce,11-50,C-Level,20,COLD,0.2039,False,3,13.0,2,0,0,Facebook
LEAD_00495,lead495@example.com,Middle East,Retail,51-200,Manager,90,HOT,0.905,True,20,88.95,2,0,1,Webinar
LEAD_00496,lead496@example.com,Latin America,Manufacturing,1-10,Individual Contributor,15,COLD,0.1502,False,7,11.0,17,0,0,Facebook
LEAD_00497,lead497@example.com,North America,SaaS,201-1000,Director,89,HOT,0.89,True,17,84.8,1,1,1,Referral
LEAD_00498,lead498@example.com,Asia Pacific,SaaS,1-10,C-Level,29,COLD,0.2974,False,6,14.8,6,0,0,Trade Show
LEAD_00499,lead499@example.com,Asia Pacific,Technology,51-200,C-Level,18,COLD,0.1808,False,7,7.8,8,0,0,Facebook
LEAD_00500,lead500@example.com,North America,E-commerce,1-10,Manager,25,COLD,0.2576,False,4,17.5,27,0,0,Facebook
LEAD_00501,lead501@example.com,Asia Pacific,Finance,11-50,Senior Manager,25,COLD,0.253,False,6,7.05,17,0,0,Partner
LEAD_00502,lead502@example.com,North America,Retail,11-50,C-Level,30,COOL,0.3028,False,8,29.45,1,1,0,Referral
LEAD_00503,lead503@example.com,Asia Pacific,E-commerce,11-50,Individual Contributor,29,COLD,0.2927,False,6,23.15,13,1,0,Content Download
LEAD_00504,lead504@example.com,North America,Finance,11-50,Manager,89,HOT,0.895,True,18,106.8,2,1,1,Partner
LEAD_00505,lead505@example.com,Europe,Manufacturing,11-50,Director,28,COLD,0.2838,False,6,5.65,15,0,0,Facebook
LEAD_00506,lead506@example.com,Europe,Education,1000+,Manager,29,COLD,0.292,False,7,19.4,8,1,0,Trade Show
LEAD_00507,lead507@example.com,Middle East,Consulting,201-1000,Manager,12,COLD,0.1283,False,7,4.65,6,0,0,Cold Outreach
LEAD_00508,lead508@example.com,Asia Pacific,SaaS,1-10,Senior Manager,40,COOL,0.4029,False,4,11.25,13,0,0,LinkedIn
LEAD_00509,lead509@example.com,Latin America,Manufacturing,1000+,Manager,17,COLD,0.1794,False,3,0.45,15,0,0,Website
LEAD_00510,lead510@example.com,Europe,Education,201-1000,Individual Contributor,48,COOL,0.4812,False,4,11.75,4,0,0,Cold Outreach
LEAD_00511,lead511@example.com,Asia Pacific,Consulting,51-200,Individual Contributor,17,COLD,0.1707,False,5,11.7,2,0,0,Referral
LEAD_00512,lead512@example.com,Middle East,Manufacturing,1-10,VP,21,COLD,0.2107,False,7,23.35,1,0,0,Content Download
LEAD_00513,lead513@example.com,North America,Real Estate,201-1000,Senior Manager,17,COLD,0.1771,False,5,12.55,33,1,1,Facebook
LEAD_00514,lead514@example.com,Latin America,Technology,11-50,VP,21,COLD,0.2154,False,7,7.4,13,0,0,Referral
LEAD_00515,lead515@example.com,North America,Finance,51-200,Director,90,HOT,0.9,True,13,83.8,7,1,1,Referral
LEAD_00516,lead516@example.com,Africa,Retail,201-1000,C-Level,90,HOT,0.9,True,16,80.8,5,1,0,Webinar
LEAD_00517,lead517@example.com,Middle East,Retail,1000+,Manager,17,COLD,0.17,False,8,0.45,15,0,0,Website
LEAD_00518,lead518@example.com,Latin America,Consulting,1-10,Senior Manager,59,WARM,0.5946,True,4,16.45,3,0,1,Cold Outreach
LEAD_00519,lead519@example.com,Africa,Real Estate,201-1000,Individual Contributor,11,COLD,0.1172,False,5,5.0,0,0,0,Cold Outreach
LEAD_00520,lead520@example.com,North America,SaaS,51-200,Manager,66,WARM,0.6694,True,10,22.25,27,1,0,Email Campaign
LEAD_00521,lead521@example.com,Asia Pacific,Technology,201-1000,Senior Manager,91,HOT,0.91,True,22,106.75,3,1,1,Webinar
LEAD_00522,lead522@example.com,Africa,SaaS,201-1000,Individual Contributor,19,COLD,0.1993,False,6,13.75,6,0,0,Content Download
LEAD_00523,lead523@example.com,North America,Healthcare,11-50,VP,10,COLD,0.1059,False,8,0.0,25,0,0,Webinar
LEAD_00524,lead524@example.com,North America,Finance,51-200,Senior Manager,85,HOT,0.855,True,9,99.5,1,1,1,Webinar
LEAD_00525,lead525@example.com,Latin America,Consulting,201-1000,Manager,16,COLD,0.1693,False,2,16.75,3,0,1,Facebook
LEAD_00526,lead526@example.com,Europe,SaaS,11-50,VP,11,COLD,0.1104,False,4,0.0,63,0,0,Partner
LEAD_00527,lead527@example.com,Europe,E-commerce,201-1000,Senior Manager,86,HOT,0.865,True,12,62.75,0,0,0,Webinar
LEAD_00528,lead528@example.com,Latin America,Technology,1000+,Senior Manager,43,COOL,0.4331,False,6,13.6,17,0,0,Referral
LEAD_00529,lead529@example.com,Africa,Healthcare,51-200,Individual Contributor,19,COLD,0.1992,False,1,10.75,1,0,0,Trade Show
LEAD_00530,lead530@example.com,Europe,SaaS,201-1000,Manager,26,COLD,0.2607,False,1,10.95,5,0,0,Cold Outreach
LEAD_00531,lead531@example.com,Africa,Healthcare,1000+,C-Level,31,COOL,0.3147,False,3,7.75,9,0,0,Content Download
LEAD_00532,lead532@example.com,Middle East,Finance,51-200,Director,89,HOT,0.89,True,19,104.2,14,1,1,Google Ads
LEAD_00533,lead533@example.com,Europe,E-commerce,51-200,Individual Contributor,44,COOL,0.4478,False,4,24.55,2,1,0,Facebook
LEAD_00534,lead534@example.com,Europe,Manufacturing,11-50,VP,6,COLD,0.0641,False,4,1.55,37,0,0,Partner
LEAD_00535,lead535@example.com,North America,Healthcare,51-200,Manager,13,COLD,0.1349,False,7,0.25,16,0,0,Cold Outreach
LEAD_00536,lead536@example.com,North America,E-commerce,1-10,Senior Manager,45,COOL,0.4543,False,5,19.5,0,0,0,Email Campaign
LEAD_00537,lead537@example.com,Europe,Finance,1000+,Senior Manager,31,COOL,0.3109,False,3,39.2,10,1,0,Google Ads
LEAD_00538,lead538@example.com,North America,Retail,1000+,C-Level,24,COLD,0.2474,False,5,4.5,2,0,0,Trade Show
LEAD_00539,lead539@example.com,Europe,Technology,51-200,VP,9,COLD,0.0907,False,3,0.0,4,0,0,Trade Show
LEAD_00540,lead540@example.com,North America,Manufacturing,1000+,Manager,10,COLD,0.1088,False,7,0.0,15,0,0,Cold Outreach
LEAD_00541,lead541@example.com,Asia Pacific,Finance,51-200,Senior Manager,48,COOL,0.489,False,5,5.2,11,0,1,Email Campaign
LEAD_00542,lead542@example.com,Africa,Manufacturing,51-200,Individual Contributor,14,COLD,0.1415,False,3,0.0,54,0,0,Referral
LEAD_00543,lead543@example.com,Africa,Retail,51-200,VP,19,COLD,0.1996,False,8,1.45,10,0,0,Trade Show
LEAD_00544,lead544@example.com,Latin America,Education,1000+,VP,60,WARM,0.6066,True,8,28.05,19,1,0,LinkedIn
LEAD_00545,lead545@example.com,Europe,Manufacturing,51-200,VP,7,COLD,0.0796,False,1,0.0,54,0,1,Cold Outreach
LEAD_00546,lead546@example.com,Middle East,Healthcare,1-10,VP,8,COLD,0.0872,False,4,0.0,68,0,0,Email Campaign
LEAD_00547,lead547@example.com,Africa,Education,201-1000,VP,88,HOT,0.88,True,18,111.5,0,1,1,Partner
LEAD_00548,lead548@example.com,Asia Pacific,Finance,11-50,Manager,89,HOT,0.89,True,13,93.55,0,1,1,Partner
LEAD_00549,lead549@example.com,Asia Pacific,Finance,201-1000,Individual Contributor,21,COLD,0.2151,False,5,0.0,10,0,0,Website
LEAD_00550,lead550@example.com,Latin America,Education,51-200,Director,89,HOT,0.89,True,17,88.75,0,1,1,Partner
LEAD_00551,lead551@example.com,Africa,Real Estate,201-1000,Individual Contributor,12,COLD,0.1201,False,4,1.1,25,0,0,Cold Outreach
LEAD_00552,lead552@example.com,Europe,Finance,11-50,Senior Manager,21,COLD,0.217,False,9,2.0,8,0,0,Content Download
LEAD_00553,lead553@example.com,Latin America,E-commerce,11-50,Manager,86,HOT,0.86,True,22,98.6,0,0,1,Partner
LEAD_00554,lead554@example.com,Asia Pacific,E-commerce,51-200,VP,64,WARM,0.6462,True,7,30.0,6,1,0,Cold Outreach
LEAD_00555,lead555@example.com,Africa,Manufacturing,51-200,C-Level,35,COOL,0.3573,False,4,0.5,7,0,0,Cold Outreach
LEAD_00556,lead556@example.com,Europe,Real Estate,51-200,Individual Contributor,12,COLD,0.1275,False,5,3.45,5,0,0,Facebook
LEAD_00557,lead557@example.com,Latin America,Consulting,1-10,C-Level,21,COLD,0.2194,False,6,37.4,0,1,0,Content Download
LEAD_00558,lead558@example.com,North America,Finance,201-1000,VP,41,COOL,0.4127,False,2,10.35,2,0,0,Content Download
LEAD_00559,lead559@example.com,Europe,SaaS,11-50,C-Level,28,COLD,0.283,False,6,14.65,8,0,0,Cold Outreach
LEAD_00560,lead560@example.com,Europe,SaaS,1-10,Individual Contributor,12,COLD,0.1273,False,2,0.0,12,0,0,Partner
LEAD_00561,lead561@example.com,Africa,Finance,11-50,Director,90,HOT,0.905,True,10,65.85,1,1,0,Partner
LEAD_00562,lead562@example.com,Africa,Manufacturing,1-10,Director,22,COLD,0.2285,False,3,7.5,14,0,0,Email Campaign
LEAD_00563,lead563@example.com,Latin America,Healthcare,51-200,C-Level,44,COOL,0.449,False,5,18.75,8,0,1,Website
LEAD_00564,lead564@example.com,Latin America,E-commerce,201-1000,Individual Contributor,31,COOL,0.3189,False,6,14.35,0,0,0,Partner
LEAD_00565,lead565@example.com,Africa,Technology,11-50,VP,14,COLD,0.1468,False,8,7.25,38,1,0,Webinar
LEAD_00566,lead566@example.com,Africa,Finance,11-50,VP,12,COLD,0.1203,False,2,4.1,6,0,0,Referral
LEAD_00567,lead567@example.com,Africa,Education,1000+,Director,91,HOT,0.915,True,14,112.85,1,1,1,Webinar
LEAD_00568,lead568@example.com,Europe,Healthcare,1000+,C-Level,8,COLD,0.0856,False,4,0.0,12,0,0,Google Ads
LEAD_00569,lead569@example.com,Europe,Manufacturing,1-10,Director,9,COLD,0.0982,False,5,4.2,2,0,0,Cold Outreach
LEAD_00570,lead570@example.com,Latin America,Education,51-200,Director,84,HOT,0.845,True,21,87.45,0,1,0,Referral
LEAD_00571,lead571@example.com,Europe,E-commerce,11-50,Director,20,COLD,0.2042,False,7,25.85,7,1,0,Email Campaign
LEAD_00572,lead572@example.com,Middle East,Technology,1000+,Director,92,HOT,0.925,True,14,107.0,1,1,1,Referral
LEAD_00573,lead573@example.com,Asia Pacific,Healthcare,1-10,VP,25,COLD,0.2534,False,2,13.95,0,0,0,Partner
LEAD_00574,lead574@example.com,Latin America,Education,11-50,Individual Contributor,41,COOL,0.4185,False,5,13.05,0,0,0,Facebook
LEAD_00575,lead575@example.com,Asia Pacific,Finance,1-10,VP,35,COOL,0.3528,False,7,31.45,3,0,1,Google Ads
LEAD_00576,lead576@example.com,Latin America,E-commerce,11-50,Director,30,COOL,0.3001,False,8,43.35,2,1,0,Facebook
LEAD_00577,lead577@example.com,Africa,Healthcare,51-200,Manager,89,HOT,0.89,True,19,70.0,5,1,0,Content Download
LEAD_00578,lead578@example.com,Africa,E-commerce,201-1000,VP,18,COLD,0.1823,False,10,0.0,17,0,0,Content Download
LEAD_00579,lead579@example.com,Middle East,Retail,1-10,Senior Manager,22,COLD,0.227,False,4,9.45,17,1,0,Website
LEAD_00580,lead580@example.com,North America,Healthcare,201-1000,Manager,89,HOT,0.89,True,11,97.9,1,1,0,LinkedIn
LEAD_00581,lead581@example.com,Latin America,Finance,11-50,VP,12,COLD,0.1218,False,2,0.0,28,0,0,Website
LEAD_00582,lead582@example.com,Middle East,Real Estate,1-10,C-Level,15,COLD,0.1506,False,2,9.15,2,0,0,Website
LEAD_00583,lead583@example.com,North America,Real Estate,11-50,Individual Contributor,31,COOL,0.3182,False,11,32.3,4,1,0,Google Ads
LEAD_00584,lead584@example.com,Africa,Retail,11-50,C-Level,60,WARM,0.6098,True,5,22.05,2,1,0,Content Download
LEAD_00585,lead585@example.com,North America,Healthcare,11-50,VP,34,COOL,0.3485,False,9,0.0,32,0,0,Trade Show
LEAD_00586,lead586@example.com,North America,SaaS,1-10,Manager,20,COLD,0.2065,False,10,0.0,29,0,0,Webinar
LEAD_00587,lead587@example.com,Latin America,Education,11-50,Manager,66,WARM,0.6636,True,6,41.0,4,1,0,Content Download
LEAD_00588,lead588@example.com,Latin America,Consulting,201-1000,Director,31,COOL,0.319,False,3,0.0,19,0,0,Trade Show
LEAD_00589,lead589@example.com,North America,Consulting,51-200,VP,16,COLD,0.1665,False,5,0.15,13,0,0,Content Download
LEAD_00590,lead590@example.com,Europe,Consulting,51-200,VP,65,WARM,0.6516,True,4,32.0,0,1,0,Facebook
LEAD_00591,lead591@example.com,Asia Pacific,Consulting,201-1000,Senior Manager,32,COOL,0.3224,False,2,15.2,5,1,0,Partner
LEAD_00592,lead592@example.com,Europe,Healthcare,1-10,Manager,14,COLD,0.1413,False,3,10.55,9,0,0,Trade Show
LEAD_00593,lead593@example.com,Europe,Manufacturing,201-1000,Manager,9,COLD,0.099,False,2,0.0,40,0,1,Partner
LEAD_00594,lead594@example.com,Middle East,Consulting,51-200,Manager,42,COOL,0.4249,False,6,6.75,24,1,0,Website
LEAD_00595,lead595@example.com,Latin America,Real Estate,1-10,C-Level,15,COLD,0.1511,False,9,0.0,4,0,0,Webinar
LEAD_00596,lead596@example.com,Africa,E-commerce,1-10,Individual Contributor,67,WARM,0.6786,True,5,20.65,15,1,0,Email Campaign
LEAD_00597,lead597@example.com,Africa,SaaS,1-10,Individual Contributor,70,WARM,0.7064,True,4,31.8,1,1,0,Google Ads
LEAD_00598,lead598@example.com,Asia Pacific,SaaS,1-10,Director,24,COLD,0.2478,False,1,13.75,7,0,0,Cold Outreach
LEAD_00599,lead599@example.com,Asia Pacific,Real Estate,51-200,Senior Manager,87,HOT,0.875,True,14,85.95,3,1,1,LinkedIn
LEAD_00600,lead600@example.com,Asia Pacific,SaaS,1-10,VP,21,COLD,0.2121,False,5,0.0,6,0,0,Cold Outreach
LEAD_00601,lead601@example.com,Latin America,Consulting,201-1000,Manager,6,COLD,0.0677,False,10,2.8,39,0,0,Trade Show
LEAD_00602,lead602@example.com,Latin America,Manufacturing,51-200,Manager,5,COLD,0.0595,False,3,0.0,34,0,0,Facebook
LEAD_00603,lead603@example.com,Latin America,Manufacturing,11-50,Manager,92,HOT,0.925,True,21,106.2,9,1,1,Partner
LEAD_00604,lead604@example.com,North America,Consulting,51-200,Director,12,COLD,0.1215,False,2,5.05,3,0,0,Website
LEAD_00605,lead605@example.com,Europe,SaaS,201-1000,Individual Contributor,5,COLD,0.0575,False,3,0.0,75,0,0,Trade Show
LEAD_00606,lead606@example.com,North America,Retail,11-50,C-Level,3,COLD,0.0371,False,2,0.0,51,0,0,Trade Show
LEAD_00607,lead607@example.com,Middle East,Retail,201-1000,Director,92,HOT,0.92,True,13,96.5,3,1,1,Referral
LEAD_00608,lead608@example.com,Asia Pacific,SaaS,201-1000,Senior Manager,91,HOT,0.915,True,20,103.7,4,1,1,LinkedIn
LEAD_00609,lead609@example.com,Middle East,E-commerce,1-10,C-Level,26,COLD,0.2652,False,8,40.2,2,1,0,Website
LEAD_00610,lead610@example.com,Latin America,E-commerce,1-10,Manager,61,WARM,0.6116,True,4,13.55,12,0,1,Facebook
LEAD_00611,lead611@example.com,Africa,Real Estate,1-10,VP,36,COOL,0.363,False,7,26.5,4,1,0,Cold Outreach
LEAD_00612,lead612@example.com,Africa,Manufacturing,51-200,VP,19,COLD,0.196,False,3,6.3,5,0,0,Partner
